SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
134048,1,Cash loans,M,Y,Y,1,45000.0,314100.0,16573.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,-10833,-338,-356.0,-3417,18.0,1,1,0,1,0,0,Security staff,3.0,3,3,TUESDAY,13,0,0,0,0,0,0,Government,,0.1176026676764625,0.1595195404777181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-573.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
145059,0,Cash loans,F,Y,N,0,112500.0,1288350.0,37800.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-20758,365243,-11238.0,-4036,7.0,1,0,0,1,0,0,,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,XNA,,0.5226793942388216,0.1694287272664794,0.332,0.1812,0.9846,,,0.36,0.3103,0.3333,,0.2519,,0.3557,,0.0069,0.3382,0.1881,0.9846,,,0.3625,0.3103,0.3333,,0.2576,,0.3706,,0.0073,0.3352,0.1812,0.9846,,,0.36,0.3103,0.3333,,0.2563,,0.3621,,0.0069999999999999,,block of flats,0.2813,Panel,No,3.0,0.0,3.0,0.0,-211.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
287657,0,Revolving loans,M,N,Y,0,126000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010032,-12311,-372,-4515.0,-2016,,1,1,0,1,0,0,Drivers,1.0,2,2,WEDNESDAY,5,0,0,0,0,1,1,Business Entity Type 2,,0.0633081061791035,0.2837118826350007,0.0412,0.0464,0.9806,0.7348,0.0223,0.0,0.069,0.1667,0.2083,0.0372,0.0336,0.0263,0.0,0.0,0.042,0.0481,0.9806,0.7452,0.0225,0.0,0.069,0.1667,0.2083,0.0381,0.0367,0.0274,0.0,0.0,0.0416,0.0464,0.9806,0.7383,0.0225,0.0,0.069,0.1667,0.2083,0.0379,0.0342,0.0268,0.0,0.0,,block of flats,0.0329,"Stone, brick",No,0.0,0.0,0.0,0.0,-522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,7.0
280519,0,Cash loans,M,Y,Y,1,270000.0,1546020.0,45333.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018029,-17660,-1228,-3492.0,-1196,21.0,1,1,0,1,0,0,Managers,3.0,3,3,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.6696962424695736,0.4920600938649263,0.0732,0.0655,0.9811,0.7416,0.0077,0.0,0.1379,0.1667,0.0417,0.0637,0.0597,0.0655,0.0,0.0,0.0746,0.0679,0.9811,0.7517,0.0078,0.0,0.1379,0.1667,0.0417,0.0651,0.0652,0.0682,0.0,0.0,0.0739,0.0655,0.9811,0.7451,0.0078,0.0,0.1379,0.1667,0.0417,0.0648,0.0607,0.0666,0.0,0.0,reg oper account,block of flats,0.0557,Panel,No,2.0,0.0,2.0,0.0,-987.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
310232,0,Cash loans,F,N,Y,0,157500.0,835164.0,42772.5,733500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-20187,365243,-1670.0,-3714,,1,0,0,1,0,1,,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.7258748463789956,0.3791004853998145,0.0825,0.0897,0.9791,0.7144,0.014,0.0,0.2069,0.1667,0.2083,0.0881,0.0672,0.0768,,0.0,0.084,0.0931,0.9791,0.7256,0.0141,0.0,0.2069,0.1667,0.2083,0.0901,0.0735,0.08,,0.0,0.0833,0.0897,0.9791,0.7182,0.0141,0.0,0.2069,0.1667,0.2083,0.0896,0.0684,0.0782,,0.0,reg oper account,block of flats,0.0604,Panel,No,0.0,0.0,0.0,0.0,-1325.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
376408,0,Cash loans,M,Y,N,1,135000.0,1256400.0,36864.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-12883,-492,-6742.0,-4341,14.0,1,1,0,1,0,0,Drivers,3.0,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.2415740657579281,0.6592637367355662,0.6109913280868294,0.0515,0.0225,0.9821,,,0.04,0.0345,0.3333,,0.0262,,0.0478,,0.0198,0.0525,0.0233,0.9821,,,0.0403,0.0345,0.3333,,0.0268,,0.0498,,0.0209,0.052,0.0225,0.9821,,,0.04,0.0345,0.3333,,0.0267,,0.0487,,0.0202,,block of flats,0.0419,"Stone, brick",No,3.0,0.0,3.0,0.0,-2585.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
321703,0,Cash loans,M,N,Y,0,270000.0,335592.0,21577.5,265500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.018801,-19242,-3398,-9806.0,-2773,,1,1,0,1,0,0,Drivers,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,0.6880776822135818,0.2898832677976633,,0.2546,0.1529,0.9896,0.8572,0.1066,0.24,0.2069,0.3542,0.2292,0.1607,0.2076,0.1997,0.0,0.0776,0.1786,0.0642,0.9806,0.7452,0.0623,0.1208,0.1034,0.3333,0.0417,0.0657,0.1561,0.0725,0.0,0.0,0.2571,0.1529,0.9896,0.8591,0.1073,0.24,0.2069,0.3542,0.2292,0.1635,0.2112,0.2033,0.0,0.0793,reg oper account,block of flats,0.3422,Panel,No,0.0,0.0,0.0,0.0,-690.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
283082,0,Cash loans,M,Y,N,0,117000.0,225000.0,6066.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-17910,-879,-6553.0,-1434,2.0,1,1,1,1,1,0,Security staff,2.0,2,2,TUESDAY,14,0,0,0,0,1,1,Security,,0.6879149429663663,0.7180328113294772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,12.0,0.0,-3050.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
181685,0,Revolving loans,M,N,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.026392,-22285,365243,-10489.0,-4521,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.5266986506617679,0.213966852261798,0.1196,,0.9796,,,0.0,0.2069,0.1667,,,,0.0686,,0.1211,0.1218,,0.9796,,,0.0,0.2069,0.1667,,,,0.0715,,0.1282,0.1207,,0.9796,,,0.0,0.2069,0.1667,,,,0.0699,,0.1237,,block of flats,0.0803,Others,No,,,,,-1959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
395168,0,Cash loans,F,Y,N,1,99000.0,1046142.0,30717.0,913500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792,-14420,-4251,-3846.0,-5094,4.0,1,1,0,1,0,0,Core staff,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Kindergarten,,0.6985127387433272,0.2866524828090694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2395.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
316871,0,Cash loans,F,N,N,0,112500.0,921861.0,26955.0,769500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.072508,-14403,-859,-2512.0,-2010,,1,1,0,1,1,0,Core staff,2.0,1,1,SUNDAY,10,0,0,0,0,0,0,Other,0.8199573019435972,0.7370797550960422,0.3589512285783967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-323.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0
256591,0,Cash loans,F,Y,Y,0,135000.0,254700.0,27558.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-18648,-11802,-8654.0,-2175,12.0,1,1,0,1,1,0,,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 2,,0.6927019796544368,0.6092756673894402,0.1443,0.0667,0.9881,,,0.0,0.1379,0.3333,,0.1279,,0.1453,,0.0,0.1471,0.0692,0.9881,,,0.0,0.1379,0.3333,,0.1309,,0.1514,,0.0,0.1457,0.0667,0.9881,,,0.0,0.1379,0.3333,,0.1302,,0.1479,,0.0,,block of flats,0.1348,Panel,No,4.0,0.0,4.0,0.0,-288.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
208305,0,Cash loans,F,Y,Y,0,540000.0,906228.0,36067.5,810000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010643,-15850,-765,-637.0,-1513,3.0,1,1,0,1,0,0,Managers,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.6701942744685364,0.5206986478646989,0.5495965024956946,0.1227,0.1455,0.9831,,,0.0,0.2759,0.1667,,0.1253,,0.1215,,0.0,0.125,0.1509,0.9831,,,0.0,0.2759,0.1667,,0.1282,,0.1266,,0.0,0.1239,0.1455,0.9831,,,0.0,0.2759,0.1667,,0.1275,,0.1237,,0.0,,block of flats,0.1091,Panel,No,1.0,0.0,1.0,0.0,-822.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
434822,0,Cash loans,F,N,N,0,157500.0,540000.0,28899.0,540000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-16699,-8036,-10749.0,-249,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Electricity,0.7641820391229313,0.641409819129489,0.6380435278721609,,,0.9771,,,,,,,,,0.0441,,,,,0.9772,,,,,,,,,0.0459,,,,,0.9771,,,,,,,,,0.0449,,,,,0.0347,,No,2.0,0.0,2.0,0.0,-1439.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,1.0,2.0
128914,0,Cash loans,M,N,N,0,85500.0,286704.0,18666.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.018634,-11130,-1960,-10316.0,-3005,,1,1,1,1,1,0,Laborers,1.0,2,2,WEDNESDAY,10,0,0,0,1,1,0,Business Entity Type 3,0.1211140860709618,0.592707102947451,0.5867400085415683,0.1237,0.0493,0.9861,,,0.0,0.2759,0.1667,,0.0678,,0.1103,,0.0,0.1261,0.0511,0.9861,,,0.0,0.2759,0.1667,,0.0694,,0.1149,,0.0,0.1249,0.0493,0.9861,,,0.0,0.2759,0.1667,,0.069,,0.1123,,0.0,,block of flats,0.121,"Stone, brick",No,1.0,0.0,1.0,0.0,-287.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
197095,0,Cash loans,M,N,N,0,213601.5,810000.0,22275.0,810000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.028663,-9175,-529,-374.0,-1726,,1,1,1,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Other,,0.2243229072493683,0.2778856891082046,0.1649,0.1163,0.9871,,,0.16,0.1724,0.3333,,,,0.1794,,0.0718,0.1681,0.1207,0.9871,,,0.1611,0.1724,0.3333,,,,0.1869,,0.076,0.1665,0.1163,0.9871,,,0.16,0.1724,0.3333,,,,0.1826,,0.0733,,block of flats,0.23,"Stone, brick",No,3.0,1.0,3.0,1.0,-184.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
213379,0,Cash loans,F,N,Y,0,81000.0,755190.0,29286.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-23527,365243,-11683.0,-4315,,1,0,0,1,1,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.6229959372837893,0.4974688893052743,0.0165,,0.9786,,,0.0,0.069,0.0417,,0.0081,,0.0128,,,0.0168,,0.9786,,,0.0,0.069,0.0417,,0.0083,,0.0133,,,0.0167,,0.9786,,,0.0,0.069,0.0417,,0.0082,,0.013,,,,block of flats,0.0108,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
246279,0,Revolving loans,F,N,Y,0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0088659999999999,-14471,-612,-3804.0,-5022,,1,1,0,1,0,1,Accountants,1.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.7414574146264851,0.2493022122303303,0.6246146584503397,0.1031,0.1137,0.9816,,,0.0,0.2069,0.1667,,0.0751,,0.0599,,,0.105,0.118,0.9816,,,0.0,0.2069,0.1667,,0.0768,,0.0624,,,0.1041,0.1137,0.9816,,,0.0,0.2069,0.1667,,0.0764,,0.0609,,,,block of flats,0.0715,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
350687,0,Cash loans,F,N,Y,0,90000.0,526500.0,21010.5,526500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-23610,365243,-1391.0,-5214,,1,0,0,1,1,0,,2.0,3,3,TUESDAY,7,0,0,0,0,0,0,XNA,0.7919198084080803,0.3818734119616759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
440950,0,Cash loans,M,N,N,2,90000.0,521280.0,26779.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-14750,-540,-6364.0,-4975,,1,1,1,1,0,0,,4.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.5910484626020869,0.1852020815902493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-892.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
183578,0,Cash loans,F,Y,N,1,150750.0,900000.0,33354.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0084739999999999,-9947,-2925,-2627.0,-1725,16.0,1,1,1,1,0,0,Managers,3.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Trade: type 3,0.4844745802477759,0.4816086140501021,0.4740512892789932,0.033,0.0011,0.9747,0.6532,0.0,0.0,0.069,0.125,0.1667,0.0077,0.0269,0.0246,0.0,0.0068,0.0336,0.0011,0.9747,0.6668,0.0,0.0,0.069,0.125,0.1667,0.0079,0.0294,0.0256,0.0,0.0072,0.0333,0.0011,0.9747,0.6578,0.0,0.0,0.069,0.125,0.1667,0.0078,0.0274,0.025,0.0,0.0069,reg oper account,block of flats,0.0208,"Stone, brick",No,0.0,0.0,0.0,0.0,-49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
399532,0,Cash loans,F,Y,N,0,184500.0,1138500.0,31306.5,1138500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-11584,-2442,-1242.0,-3130,2.0,1,1,1,1,0,0,Laborers,2.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Self-employed,0.4431726936343815,0.5606629274681464,0.3876253444214701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-455.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170638,0,Cash loans,F,N,N,1,112500.0,337500.0,12636.0,337500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.001417,-15665,-7408,-5428.0,-1982,,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,6,0,0,0,0,0,0,School,,0.2189922647180279,0.6178261467332483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
272389,0,Cash loans,F,Y,Y,2,112500.0,157500.0,16267.5,157500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13764,-995,-6690.0,-5008,7.0,1,1,1,1,0,0,Sales staff,4.0,2,2,MONDAY,16,0,0,0,0,0,0,Self-employed,0.6436399326132248,0.5513186879858314,0.8016009030071296,0.0608,0.0662,0.9906,0.8708,0.0176,0.0,0.1379,0.1667,0.2083,0.0671,0.0488,0.0622,0.0039,0.0247,0.062,0.0687,0.9906,0.8759,0.0178,0.0,0.1379,0.1667,0.2083,0.0686,0.0533,0.0648,0.0039,0.0261,0.0614,0.0662,0.9906,0.8725,0.0177,0.0,0.1379,0.1667,0.2083,0.0683,0.0496,0.0633,0.0039,0.0252,reg oper account,block of flats,0.0639,Panel,No,8.0,0.0,7.0,0.0,-135.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
356445,0,Cash loans,M,N,Y,0,202500.0,746626.5,26946.0,567000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,-15768,-1986,-7235.0,-4460,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.3709155796940308,0.695126459090938,,0.1485,0.1086,0.9831,0.7688,0.0,0.16,0.1379,0.3333,0.0417,0.1096,0.121,0.153,0.0,0.0,0.1513,0.1127,0.9831,0.7779,0.0,0.1611,0.1379,0.3333,0.0417,0.1121,0.1322,0.1594,0.0,0.0,0.1499,0.1086,0.9831,0.7719,0.0,0.16,0.1379,0.3333,0.0417,0.1115,0.1231,0.1558,0.0,0.0,reg oper account,block of flats,0.1204,Panel,No,0.0,0.0,0.0,0.0,-1255.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
354076,0,Cash loans,M,N,N,1,81000.0,74628.0,8568.0,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11150,-2256,-2300.0,-3721,,1,1,1,1,1,0,,3.0,2,2,TUESDAY,10,0,0,0,1,1,0,Agriculture,0.1603031819782916,0.7030064995147489,0.6894791426446275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-279.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
390799,0,Cash loans,M,N,N,0,90000.0,253737.0,23607.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.031329,-10897,-1552,-5158.0,-2078,,1,1,1,1,1,0,Laborers,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Other,0.2332954546024665,0.2072989243776666,0.470456116119975,0.0742,0.0,0.9881,0.8368,0.0164,0.08,0.069,0.3333,0.375,0.0,0.0605,0.0734,0.0,0.0,0.0756,0.0,0.9881,0.8432,0.0165,0.0806,0.069,0.3333,0.375,0.0,0.0661,0.0765,0.0,0.0,0.0749,0.0,0.9881,0.8390000000000001,0.0165,0.08,0.069,0.3333,0.375,0.0,0.0616,0.0747,0.0,0.0,reg oper account,block of flats,0.0667,Panel,No,0.0,0.0,0.0,0.0,-1740.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,8.0
109600,1,Cash loans,M,N,N,0,270000.0,177903.0,15399.0,148500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Rented apartment,0.006629,-12973,-962,-4049.0,-94,,1,1,0,1,0,0,,1.0,2,2,FRIDAY,12,0,0,0,1,1,0,Business Entity Type 3,,0.6804543337472728,0.4668640059537032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,0.0,-1622.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
412896,1,Cash loans,F,Y,Y,1,225000.0,675000.0,32472.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-12564,-819,-2744.0,-4495,13.0,1,1,1,1,1,0,Private service staff,3.0,2,2,THURSDAY,3,0,0,0,0,0,0,Trade: type 3,0.2422289637281958,0.402906689384096,0.3328505641648731,0.2567,0.1512,0.9811,,,0.28,0.2414,0.3333,,0.0,,0.2666,,0.0087,0.2616,0.1569,0.9811,,,0.282,0.2414,0.3333,,0.0,,0.2777,,0.0092,0.2592,0.1512,0.9811,,,0.28,0.2414,0.3333,,0.0,,0.2714,,0.0089,,block of flats,0.2633,Panel,No,0.0,0.0,0.0,0.0,-806.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
394083,0,Cash loans,F,N,Y,0,225000.0,906615.0,30091.5,688500.0,Unaccompanied,Pensioner,Academic degree,Married,House / apartment,0.030755,-23497,365243,-1090.0,-1084,,1,0,0,1,0,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.4578268199968029,0.7476633896301825,0.0753,0.0984,0.9851,0.7959999999999999,0.0137,0.08,0.069,0.3333,0.375,0.0787,0.0614,0.0765,0.0,0.0,0.0767,0.1022,0.9851,0.804,0.0138,0.0806,0.069,0.3333,0.375,0.0805,0.067,0.0797,0.0,0.0,0.076,0.0984,0.9851,0.7987,0.0138,0.08,0.069,0.3333,0.375,0.0801,0.0624,0.0779,0.0,0.0,reg oper account,block of flats,0.0676,Panel,No,0.0,0.0,0.0,0.0,-1454.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
407803,0,Cash loans,M,N,N,0,270000.0,450000.0,27193.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.0116569999999999,-10153,-2462,-7858.0,-2799,,1,1,0,1,0,0,,2.0,1,1,MONDAY,13,0,0,0,0,1,1,Business Entity Type 2,,0.5611099512431124,0.7597121819739279,0.0825,0.066,0.9771,,,0.0,0.1379,0.1667,,0.0507,,0.0468,,0.1036,0.084,0.0684,0.9772,,,0.0,0.1379,0.1667,,0.0519,,0.0487,,0.1097,0.0833,0.066,0.9771,,,0.0,0.1379,0.1667,,0.0516,,0.0476,,0.1058,,block of flats,0.0593,Panel,No,0.0,0.0,0.0,0.0,-1334.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
